t_sec,target_speed_mmps,measured_speed_mmps,brake_percent,flags,fault_bits,target_steer_millirad,measured_steer_millirad
36.1921,0,0,0,1,0,0,55
36.2421,0,0,0,1,0,0,58
36.2922,0,0,0,1,0,0,58
36.3426,0,0,0,1,0,0,55
36.3927,0,0,0,1,0,0,55
36.4423,0,0,0,1,0,0,52
36.4916,0,0,0,1,0,0,58
36.5418,0,0,0,1,0,0,49
36.5919,0,0,0,1,0,0,67
36.6423,0,0,0,1,0,0,46
36.6922,0,0,0,1,0,0,49
36.7418,0,0,0,1,0,0,49
36.7916,0,0,0,1,0,0,46
36.8424,0,0,0,1,0,0,58
36.8916,0,0,0,1,0,0,58
36.9422,0,0,0,1,0,0,52
36.9915,0,0,0,1,0,0,58
37.0421,0,0,0,1,0,0,58
37.0916,0,0,0,1,0,0,52
37.1423,0,0,0,1,0,0,67
37.1918,0,0,0,1,0,0,52
37.2415,0,0,0,1,0,0,58
37.2921,0,0,0,1,0,0,67
37.3417,0,0,0,1,0,0,46
37.3916,0,0,0,1,0,0,58
37.4422,0,0,0,1,0,0,46
37.4916,0,0,0,1,0,0,49
37.5427,0,0,0,1,0,0,67
37.5924,0,0,0,1,0,0,49
37.6422,0,0,0,1,0,0,49
37.692,0,0,0,1,0,0,58
37.7417,0,0,0,1,0,0,55
37.7916,0,0,0,1,0,0,49
37.8417,0,0,0,1,0,0,58
37.8921,0,0,0,1,0,0,58
37.9422,0,0,0,1,0,0,52
37.9921,0,0,0,1,0,0,58
38.0418,0,0,0,1,0,0,52
38.0921,0,0,0,1,0,0,46
38.1415,0,0,0,1,0,0,49
38.192,0,0,0,1,0,0,49
38.2415,0,0,0,1,0,0,58
38.2925,0,0,0,1,0,0,58
38.3418,0,0,0,1,0,0,49
38.392,0,0,0,1,0,0,52
38.4428,0,0,0,1,0,0,58
38.4917,0,0,0,1,0,0,52
38.5422,0,0,0,1,0,0,64
38.5915,0,0,0,1,0,0,49
38.6425,0,0,0,1,0,0,46
38.6924,0,0,0,1,0,0,52
38.7423,0,0,0,1,0,0,46
38.7921,0,0,0,1,0,0,67
38.8421,0,0,0,1,0,0,58
38.892,0,0,0,1,0,0,58
38.9421,0,0,0,1,0,0,49
38.992,0,0,0,1,0,0,49
39.042,0,0,0,1,0,0,58
39.0921,0,0,0,1,0,0,58
39.1421,0,0,0,1,0,0,58
39.1917,0,0,0,1,0,0,52
39.2418,0,0,0,1,0,0,52
39.2917,0,0,0,1,0,0,52
39.3421,0,0,0,1,0,0,58
39.392,0,0,0,1,0,0,52
39.4415,0,0,0,1,0,0,70
39.492,0,0,0,1,0,0,55
39.5423,0,0,0,1,0,0,49
39.5918,0,0,0,1,0,0,52
39.642,0,0,0,1,0,0,49
39.6924,0,0,0,1,0,0,49
39.742,0,0,0,1,0,0,58
39.7921,0,0,0,1,0,0,52
39.8415,0,0,0,1,0,0,46
39.8918,0,0,0,1,0,0,58
39.9422,0,0,0,1,0,0,52
39.9915,0,0,0,1,0,0,58
40.0418,0,0,0,1,0,0,58
40.0926,0,0,0,1,0,0,52
40.1422,0,0,0,1,0,0,49
40.1924,0,0,0,1,0,0,61
40.2419,0,0,0,1,0,0,46
40.292,0,0,0,1,0,0,58
40.3418,0,0,0,1,0,0,49
40.3921,0,0,0,1,0,0,55
40.4421,0,0,0,1,0,0,43
40.4918,0,0,0,1,0,0,52
40.5421,0,0,0,1,0,0,58
40.592,0,0,0,2,0,0,58
40.642,0,0,0,2,2,0,52
40.6918,0,0,0,2,2,0,55
40.7419,0,0,0,2,2,0,49
40.792,0,0,0,2,2,0,43
40.8421,0,0,0,2,2,0,43
40.8921,0,0,0,2,2,0,52
40.942,0,0,0,2,2,0,49
40.9915,0,0,0,2,2,0,61
41.0421,0,0,0,2,2,0,49
41.092,0,0,0,2,2,0,49
41.1421,0,0,0,2,2,0,58
41.192,0,0,0,2,2,0,55
41.242,0,0,0,2,2,0,49
41.292,0,0,0,2,2,0,58
41.3419,0,0,0,2,2,0,64
41.3926,0,0,0,2,2,0,49
41.442,0,0,0,2,2,0,49
41.492,0,0,0,2,2,0,49
41.5421,0,0,0,2,2,0,49
41.5919,0,0,0,2,2,0,55
41.6415,0,0,0,2,2,0,40
41.6921,0,0,0,2,2,0,58
41.742,0,0,0,2,2,0,55
41.7927,0,0,0,2,2,0,58
41.8422,0,0,0,2,2,0,58
41.892,0,0,0,2,2,0,58
41.9425,0,0,0,2,2,0,58
41.992,0,0,0,2,2,0,55
42.0425,0,0,0,2,2,0,46
42.0924,0,0,0,2,2,0,61
42.1422,0,0,0,2,2,0,55
42.192,0,0,0,2,2,0,61
42.2426,0,0,0,2,2,0,49
42.2916,0,0,0,2,2,0,49
42.3417,0,0,0,2,2,0,46
42.3922,0,0,0,2,2,0,40
42.4416,0,0,0,2,2,0,58
42.492,0,0,0,2,2,0,55
42.5426,0,0,0,2,2,0,46
42.5924,0,0,0,2,2,0,52
42.6419,0,0,0,2,2,0,58
42.6915,0,0,0,2,2,0,58
42.7422,0,0,0,2,2,0,49
42.7917,0,0,0,2,2,0,58
42.8421,0,0,0,2,2,0,49
42.892,0,0,0,2,2,0,64
42.9426,0,0,0,2,2,0,49
42.9922,0,0,0,2,2,0,49
43.0422,0,0,0,2,2,0,52
43.0922,0,0,0,2,2,0,58
43.142,0,0,0,2,2,0,58
43.1923,0,0,0,2,2,0,58
43.242,0,0,0,2,2,0,58
43.2921,0,0,0,2,2,0,82
43.342,0,0,0,2,2,0,58
43.392,0,0,0,2,2,0,64
43.442,0,0,0,2,2,0,46
43.4924,0,0,0,2,2,0,52
43.5424,0,0,0,2,2,0,58
43.5919,0,0,0,2,2,0,49
43.6422,0,0,0,2,2,0,49
43.6923,0,0,0,2,2,0,49
43.742,0,0,0,2,2,0,55
43.7926,0,0,0,2,2,0,49
43.842,0,0,0,2,2,0,49
43.8923,0,0,0,2,2,0,58
43.9422,0,0,0,2,2,0,52
43.9921,0,0,0,2,2,0,37
44.0422,0,0,0,2,2,0,67
44.092,0,0,0,2,2,0,40
44.142,0,0,0,2,2,0,58
44.192,0,0,0,2,2,0,49
44.2426,0,0,0,2,2,0,55
44.2919,0,0,0,2,2,0,67
44.3419,0,0,0,2,2,0,40
44.392,0,0,0,2,2,0,67
44.4419,0,0,0,2,2,0,46
44.4917,0,0,0,2,2,0,58
44.542,0,0,0,2,2,0,43
44.592,0,0,0,2,2,0,49
44.642,0,0,0,2,2,0,46
44.6917,0,0,0,2,2,0,43
44.742,0,0,0,2,2,0,58
44.7919,0,0,0,2,2,0,49
44.8419,0,0,0,2,2,0,55
44.892,0,0,0,2,2,0,43
44.9421,0,0,0,2,2,0,55
44.9925,0,0,0,2,2,0,52
45.0415,0,0,0,2,2,0,43
45.0917,0,0,0,2,2,0,49
45.1422,0,0,0,2,2,0,52
45.1916,0,0,0,2,2,0,70
45.2419,0,0,0,2,2,0,58
45.2918,0,0,0,2,2,0,55
45.3419,0,0,0,2,2,0,52
45.392,0,0,0,2,2,0,52
45.4421,0,0,0,2,2,0,55
45.4923,0,0,0,2,2,0,61
45.5418,0,0,0,2,2,0,43
45.5917,0,0,0,2,2,0,52
45.6419,0,0,0,2,2,0,52
45.6919,0,0,0,2,2,0,49
45.742,0,0,0,2,2,0,58
45.792,0,0,0,2,2,0,52
45.8425,0,0,0,2,2,0,55
45.8928,0,0,0,2,2,0,58
45.9417,0,0,0,2,2,0,49
45.9918,0,0,0,2,2,0,49
46.0414,0,0,0,2,2,0,52
46.0921,0,0,0,2,2,0,52
46.1415,0,0,0,2,2,0,52
46.1925,0,0,0,2,2,0,46
46.2419,0,0,0,2,2,0,58
46.2917,0,0,0,2,2,0,55
46.3419,0,0,0,2,2,0,58
46.392,0,0,0,2,2,0,64
46.4413,0,0,0,2,2,0,46
46.4914,0,0,0,2,2,0,52
46.5419,0,0,0,2,2,0,34
46.5918,0,0,0,2,2,0,58
46.6423,0,0,0,2,2,0,73
46.6921,0,0,0,2,2,0,55
46.7419,0,0,0,2,2,0,55
46.7919,0,0,0,2,2,0,49
46.842,0,0,0,2,2,0,58
46.8921,0,0,0,2,2,0,55
46.942,0,0,0,2,2,0,58
46.9922,0,0,0,2,2,0,52
47.0421,0,0,0,2,2,0,52
47.0925,0,0,0,2,2,0,52
47.1423,0,0,0,2,2,0,64
47.1919,0,0,0,2,2,0,49
47.2421,0,0,0,2,2,0,58
47.2921,0,0,0,2,2,0,58
47.3423,0,0,0,2,2,0,52
47.392,0,0,0,2,2,0,61
47.4415,0,0,0,2,2,0,64
47.4919,0,0,0,2,2,0,61
47.5425,0,0,0,2,2,0,37
47.5914,0,0,0,2,2,0,58
47.6419,0,0,0,2,2,0,49
47.6914,0,0,0,2,2,0,52
47.742,0,0,0,2,2,0,43
47.7925,0,0,0,2,2,0,55
47.8422,0,0,0,2,2,0,55
47.8918,0,0,0,2,2,0,55
47.942,0,0,0,2,2,0,55
47.9924,0,0,0,2,2,0,58
48.0422,0,0,0,2,2,0,58
48.0919,0,0,0,2,2,0,61
48.1416,0,0,0,2,2,0,55
48.1919,0,0,0,2,2,0,49
48.242,0,0,0,2,2,0,58
48.2921,0,0,0,2,2,0,46
48.3414,0,0,0,2,2,0,55
48.3916,0,0,0,2,2,0,52
48.4419,0,0,0,2,2,0,58
48.4916,0,0,0,2,2,0,46
48.5419,0,0,0,2,2,0,61
48.5919,0,0,0,2,2,0,58
48.6418,0,0,0,2,2,0,58
48.6919,0,0,0,2,2,0,58
48.7422,0,0,0,2,2,0,49
48.7914,0,0,0,2,2,0,58
48.8416,0,0,0,2,2,0,61
48.8921,0,0,0,2,2,0,55
48.9421,0,0,0,2,2,0,67
48.9923,0,0,0,2,2,0,58
49.0424,0,0,0,2,2,0,58
49.0922,0,0,0,2,2,0,61
49.1425,0,0,0,2,2,0,55
49.1916,0,0,0,2,2,0,61
49.2427,0,0,0,2,2,0,58
49.2921,0,0,0,2,2,0,49
49.3419,0,0,0,2,2,0,58
49.3914,0,0,0,2,2,0,37
49.4422,0,0,0,2,2,0,49
49.4921,0,0,0,2,2,0,43
49.5418,0,0,0,2,2,0,46
49.5919,0,0,0,2,2,0,43
49.6418,0,0,0,2,2,0,58
49.6918,0,0,0,2,2,0,46
49.7426,0,0,0,2,2,0,37
49.7916,0,0,0,2,2,0,58
49.8414,0,0,0,2,2,0,64
49.8919,0,0,0,2,2,0,55
49.9419,0,0,0,2,2,0,52
49.9915,0,0,0,2,2,0,61
50.0425,0,0,0,2,2,0,40
50.0926,0,0,0,2,2,0,43
50.1419,0,0,0,2,2,0,49
50.1922,0,0,0,2,2,0,43
50.242,0,0,0,2,2,0,67
50.2919,0,0,0,2,2,0,67
50.3423,0,0,0,2,2,0,49
50.3918,0,0,0,2,2,0,55
50.4416,0,0,0,2,2,0,55
50.4918,0,0,0,2,2,0,58
50.5416,0,0,0,2,2,0,64
50.5918,0,0,0,2,2,0,61
50.6418,0,0,0,2,2,0,58
50.6919,0,0,0,2,2,0,58
50.7419,0,0,0,2,2,0,58
50.7918,0,0,0,2,2,0,52
50.8418,0,0,0,2,2,0,43
50.8918,0,0,0,2,2,0,55
50.9422,0,0,0,2,2,0,58
50.9913,0,0,0,2,2,0,61
51.0421,0,0,0,2,2,0,58
51.0916,0,0,0,2,2,0,49
51.1417,0,0,0,2,2,0,70
51.1916,0,0,0,2,2,0,61
51.242,0,0,0,2,2,0,55
51.2913,0,0,0,2,2,0,61
51.3415,0,0,0,2,2,0,52
51.3913,0,0,0,2,2,0,49
51.4421,0,0,0,2,2,0,49
51.4916,0,0,0,2,2,0,58
51.5414,0,0,0,2,2,0,70
51.5918,0,0,0,2,2,0,49
51.6419,0,0,0,2,2,0,55
51.692,0,0,0,2,2,0,52
51.7418,0,0,0,2,2,0,43
51.7918,0,0,0,2,2,0,49
51.8414,0,0,0,2,2,0,46
51.8918,0,0,0,2,2,0,58
51.9416,0,0,0,2,2,0,58
51.9925,0,0,0,2,2,0,49
52.0418,0,0,0,2,2,0,49
52.0917,0,0,0,2,2,0,40
52.1418,0,0,0,2,2,0,49
52.1922,0,0,0,2,2,0,55
52.2418,0,0,0,2,2,0,55
52.2919,0,0,0,2,2,0,49
52.3424,0,0,0,2,2,0,52
52.3918,0,0,0,2,2,0,58
52.4415,0,0,0,2,2,0,52
52.4913,0,0,0,2,2,0,49
52.5423,0,0,0,2,2,0,46
52.5916,0,0,0,2,2,0,43
52.6418,0,0,0,2,2,0,70
52.6913,0,0,0,2,2,0,58
52.7418,0,0,0,2,2,0,58
52.7918,0,0,0,2,2,0,70
52.842,0,0,0,2,2,0,49
52.892,0,0,0,2,2,0,82
52.9418,0,0,0,2,2,0,55
52.9918,0,0,0,2,2,0,55
53.0418,0,0,0,2,2,0,40
53.092,0,0,0,2,2,0,70
53.1418,0,0,0,2,2,0,58
53.1918,0,0,0,2,2,0,70
53.2418,0,0,0,2,2,0,67
53.292,0,0,0,2,2,0,58
53.342,0,0,0,2,2,0,49
53.3917,0,0,0,2,2,0,40
53.4417,0,0,0,2,2,0,58
53.4918,0,0,0,2,2,0,70
53.5418,0,0,0,2,2,0,49
53.5921,0,0,0,2,2,0,49
53.6418,0,0,0,2,2,0,43
53.692,0,0,0,2,2,0,49
53.7418,0,0,0,2,2,0,49
53.7922,0,0,0,2,2,0,55
53.8417,0,0,0,2,2,0,61
53.8927,0,0,0,2,2,0,61
53.9418,0,0,0,2,2,0,58
53.9917,0,0,0,2,2,0,67
54.0417,0,0,0,2,2,0,49
54.0917,0,0,0,2,2,0,49
54.1424,0,0,0,2,2,0,58
54.1918,0,0,0,2,2,0,46
54.2418,0,0,0,2,2,0,52
54.2913,0,0,0,2,2,0,52
54.3415,0,0,0,2,2,0,52
54.3915,0,0,0,2,2,0,43
54.4418,0,0,0,2,2,0,55
54.4918,0,0,0,2,2,0,52
54.5417,0,0,0,2,2,0,58
54.5917,0,0,0,2,2,0,52
54.6417,0,0,0,2,2,0,49
54.6918,0,0,0,2,2,0,49
54.7419,0,0,0,2,2,0,52
54.7918,0,0,0,2,2,0,49
54.8418,0,0,0,2,2,0,58
54.8918,0,0,0,2,2,0,43
54.9421,0,0,0,2,2,0,58
54.9924,0,0,0,2,2,0,70
55.0419,0,0,0,2,2,0,49
55.092,0,0,0,2,2,0,40
55.1418,0,0,0,2,2,0,46
55.1917,0,0,0,2,2,0,40
55.2424,0,0,0,2,2,0,64
55.2924,0,0,0,2,2,0,55
55.3417,0,0,0,2,2,0,52
55.3917,0,0,0,2,2,0,55
55.4422,0,0,0,2,2,0,34
55.4919,0,0,0,2,2,0,52
55.5418,0,0,0,2,2,0,58
55.5917,0,0,0,2,2,0,49
55.6418,0,0,0,2,2,0,49
55.6919,0,0,0,2,2,0,46
55.742,0,0,0,2,2,0,61
55.792,0,0,0,2,2,0,46
55.8417,0,0,0,2,2,0,55
55.8923,0,0,0,2,2,0,49
55.9418,0,0,0,2,2,0,52
55.9919,0,0,0,2,2,0,58
56.0416,0,0,0,2,2,0,52
56.0917,0,0,0,2,2,0,52
56.1423,0,0,0,2,2,0,46
56.1919,0,0,0,2,2,0,55
56.2419,0,0,0,2,2,0,67
56.2912,0,0,0,2,2,0,58
56.3419,0,0,0,2,2,0,46
56.3912,0,0,0,2,2,0,58
56.442,0,0,0,2,2,0,46
56.4912,0,0,0,2,2,0,52
56.542,0,0,0,2,2,0,37
56.5922,0,0,0,2,2,0,52
56.6419,0,0,0,2,2,0,49
56.6917,0,0,0,2,2,0,46
56.7412,0,0,0,2,2,0,52
56.7917,0,0,0,2,2,0,55
56.8414,0,0,0,2,2,0,52
56.8917,0,0,0,2,2,0,49
56.942,0,0,0,2,2,0,43
56.9917,0,0,0,2,2,0,55
57.0415,0,0,0,2,2,0,46
57.0912,0,0,0,2,2,0,64
57.1415,0,0,0,2,2,0,58
57.1917,0,0,0,2,2,0,58
57.2412,0,0,0,2,2,0,64
57.2921,0,0,0,2,2,0,70
57.3417,0,0,0,2,2,0,52
57.3924,0,0,0,2,2,0,49
57.4418,0,0,0,2,2,0,55
57.4924,0,0,0,2,2,0,61
57.5421,0,0,0,2,2,0,52
57.5916,0,0,0,2,2,0,58
57.6418,0,0,0,2,2,0,58
57.6918,0,0,0,2,2,0,58
57.7417,0,0,0,2,2,0,58
57.792,0,0,0,2,2,0,82
57.8419,0,0,0,2,2,0,46
57.8915,0,0,0,2,2,0,55
57.9416,0,0,0,2,2,0,43
57.9919,0,0,0,2,2,0,49
58.0413,0,0,0,2,2,0,52
58.0913,0,0,0,2,2,0,46
58.1419,0,0,0,2,2,0,58
58.1923,0,0,0,2,2,0,37
58.2418,0,0,0,2,2,0,58
58.2913,0,0,0,2,2,0,79
58.3417,0,0,0,2,2,0,49
58.3919,0,0,0,2,2,0,46
58.4416,0,0,0,2,2,0,46
58.4917,0,0,0,2,2,0,58
58.5415,0,0,0,2,2,0,49
58.5914,0,0,0,2,2,0,61
58.6419,0,0,0,2,2,0,40
58.6917,0,0,0,2,2,0,55
58.7417,0,0,0,2,2,0,61
58.7915,0,0,0,2,2,0,70
58.8412,0,0,0,2,2,0,70
58.8919,0,0,0,2,2,0,58
58.9417,0,0,0,2,2,0,58
58.9917,0,0,0,2,2,0,61
59.0425,0,0,0,2,2,0,79
59.0917,0,0,0,2,2,0,61
59.1414,0,0,0,2,2,0,52
59.1912,0,0,0,2,2,0,49
59.2418,0,0,0,2,2,0,55
59.2923,0,0,0,2,2,0,49
59.342,0,0,0,2,2,0,58
59.3917,0,0,0,2,2,0,58
59.4413,0,0,0,2,2,0,61
59.4917,0,0,0,2,2,0,67
59.5421,0,0,0,2,2,0,46
59.5921,0,0,0,2,2,0,40
59.6417,0,0,0,2,2,0,58
59.6917,0,0,0,2,2,0,58
59.7423,0,0,0,2,2,0,58
59.7914,0,0,0,2,2,0,46
59.8417,0,0,0,2,2,0,49
59.8919,0,0,0,2,2,0,52
59.9414,0,0,0,2,2,0,49
59.9917,0,0,0,2,2,0,49
60.0418,0,0,0,2,2,0,55
60.0912,0,0,0,2,2,0,37
60.1412,0,0,0,2,2,0,46
60.1914,0,0,0,2,2,0,43
60.2414,0,0,0,2,2,0,52
60.2911,0,0,0,2,2,0,46
60.3416,0,0,0,2,2,0,58
60.3923,0,0,0,2,2,0,52
60.4417,0,0,0,2,2,0,52
60.4919,0,0,0,2,2,0,55
60.5417,0,0,0,2,2,0,49
60.5912,0,0,0,2,2,0,58
60.6417,0,0,0,2,2,0,58
60.6917,0,0,0,2,2,0,52
60.7423,0,0,0,2,2,0,46
60.7918,0,0,0,2,2,0,49
60.8417,0,0,0,2,2,0,52
60.8923,0,0,0,2,2,0,49
60.9417,0,0,0,2,2,0,52
60.9917,0,0,0,2,2,0,55
61.0416,0,0,0,2,2,0,43
61.0916,0,0,0,2,2,0,49
61.1419,0,0,0,2,2,0,40
61.1918,0,0,0,2,2,0,37
61.2417,0,0,0,2,2,0,58
61.2917,0,0,0,2,2,0,58
61.3417,0,0,0,2,2,0,49
61.3916,0,0,0,2,2,0,46
61.4423,0,0,0,2,2,0,58
61.4917,0,0,0,2,2,0,52
61.5417,0,0,0,2,2,0,46
61.5913,0,0,0,2,2,0,55
61.6415,0,0,0,2,2,0,55
61.6917,0,0,0,2,2,0,49
61.7418,0,0,0,2,2,0,52
61.7916,0,0,0,2,2,0,58
61.8416,0,0,0,2,2,0,52
61.8917,0,0,0,2,2,0,49
61.9422,0,0,0,2,2,0,49
61.9912,0,0,0,2,2,0,49
62.0415,0,0,0,2,2,0,49
62.0919,0,0,0,2,2,0,52
62.1426,0,0,0,2,2,0,55
62.1918,0,0,0,2,2,0,15
62.2416,0,0,0,2,2,0,55
62.2926,0,0,0,2,2,0,58
62.3419,0,0,0,2,2,0,58
62.3918,0,0,0,2,2,0,55
62.4411,0,0,0,2,2,0,70
62.4913,0,0,0,2,2,0,67
62.5413,0,0,0,2,2,0,49
62.5926,0,0,0,2,2,0,67
62.6419,0,0,0,2,2,0,61
62.6916,0,0,0,2,2,0,52
62.7418,0,0,0,2,2,0,58
62.7917,0,0,0,2,2,0,52
62.8416,0,0,0,2,2,0,55
62.8916,0,0,0,2,2,0,58
62.9414,0,0,0,2,2,0,61
62.9916,0,0,0,2,2,0,46
63.0411,0,0,0,2,2,0,49
63.092,0,0,0,2,2,0,55
63.1416,0,0,0,2,2,0,49
63.1916,0,0,0,2,2,0,49
63.2413,0,0,0,2,2,0,43
63.2915,0,0,0,2,2,0,49
63.3416,0,0,0,2,2,0,58
63.3916,0,0,0,2,2,0,52
63.4417,0,0,0,2,2,0,58
63.491,0,0,0,2,2,0,52
63.5422,0,0,0,2,2,0,46
63.5916,0,0,0,2,2,0,55
63.6415,0,0,0,2,2,0,55
63.6917,0,0,0,2,2,0,55
63.7417,0,0,0,2,2,0,58
63.7917,0,0,0,2,2,0,55
63.8415,0,0,0,2,2,0,49
63.8911,0,0,0,2,2,0,31
63.942,0,0,0,2,2,0,55
63.9911,0,0,0,2,2,0,49
64.0419,0,0,0,2,2,0,55
64.0922,0,0,0,2,2,0,52
64.1417,0,0,0,2,2,0,58
64.1917,0,0,0,2,2,0,61
64.2418,0,0,0,2,2,0,43
64.2922,0,0,0,2,2,0,49
64.3412,0,0,0,2,2,0,46
64.3911,0,0,0,2,2,0,64
64.4418,0,0,0,2,2,0,58
64.4915,0,0,0,2,2,0,49
64.5416,0,0,0,2,2,0,61
64.5913,0,0,0,2,2,0,82
64.6416,0,0,0,2,2,0,49
64.6916,0,0,0,2,2,0,58
64.7412,0,0,0,2,2,0,58
64.7917,0,0,0,2,2,0,55
64.8416,0,0,0,2,2,0,64
64.8913,0,0,0,2,2,0,58
64.9417,0,0,0,2,2,0,49
64.9915,0,0,0,2,2,0,52
65.0412,0,0,0,2,2,0,58
65.0917,0,0,0,2,2,0,52
65.1413,0,0,0,2,2,0,49
65.1919,0,0,0,2,2,0,49
65.2429,0,0,0,2,2,0,43
65.2915,0,0,0,2,2,0,46
65.3416,0,0,0,2,2,0,58
65.3918,0,0,0,2,2,0,49
65.4416,0,0,0,2,2,0,46
65.4918,0,0,0,2,2,0,49
65.5413,0,0,0,2,2,0,61
65.5916,0,0,0,2,2,0,49
65.6417,0,0,0,2,2,0,55
65.6916,0,0,0,2,2,0,49
65.7421,0,0,0,2,2,0,52
65.7916,0,0,0,2,2,0,55
65.8417,0,0,0,2,2,0,37
65.8918,0,0,0,2,2,0,40
65.9416,0,0,0,2,2,0,58
65.9917,0,0,0,2,2,0,58
66.0416,0,0,0,2,2,0,70
66.0916,0,0,0,2,2,0,43
66.1412,0,0,0,2,2,0,49
66.1916,0,0,0,2,2,0,55
66.2412,0,0,0,2,2,0,58
66.2916,0,0,0,2,2,0,52
66.3414,0,0,0,2,2,0,55
66.3918,0,0,0,2,2,0,43
66.4416,0,0,0,2,2,0,58
66.4913,0,0,0,2,2,0,64
66.5415,0,0,0,2,2,0,46
66.5916,0,0,0,2,2,0,40
66.6418,0,0,0,2,2,0,52
66.6916,0,0,0,2,2,0,64
66.7422,0,0,0,2,2,0,49
66.7916,0,0,0,2,2,0,49
66.8416,0,0,0,2,2,0,61
66.8918,0,0,0,2,2,0,52
66.9418,0,0,0,2,2,0,58
66.9915,0,0,0,2,2,0,52
67.0411,0,0,0,2,2,0,52
67.0911,0,0,0,2,2,0,49
67.1413,0,0,0,2,2,0,55
67.1915,0,0,0,2,2,0,55
67.2418,0,0,0,2,2,0,58
67.2911,0,0,0,2,2,0,58
67.3417,0,0,0,2,2,0,55
67.3922,0,0,0,2,2,0,58
67.4416,0,0,0,2,2,0,52
67.4916,0,0,0,2,2,0,55
67.5415,0,0,0,2,2,0,28
67.5921,0,0,0,2,2,0,49
67.6415,0,0,0,2,2,0,52
67.6917,0,0,0,2,2,0,67
67.7422,0,0,0,2,2,0,52
67.7922,0,0,0,2,2,0,55
67.8417,0,0,0,2,2,0,37
67.8916,0,0,0,2,2,0,49
67.9416,0,0,0,2,2,0,58
67.9915,0,0,0,2,2,0,58
68.0422,0,0,0,2,2,0,55
68.0919,0,0,0,2,2,0,58
68.1411,0,0,0,2,2,0,43
68.1922,0,0,0,2,2,0,37
68.2418,0,0,0,2,2,0,52
68.2915,0,0,0,2,2,0,58
68.3419,0,0,0,2,2,0,55
68.3917,0,0,0,2,2,0,55
68.4417,0,0,0,2,2,0,49
68.4917,0,0,0,2,2,0,52
68.5416,0,0,0,2,2,0,58
68.5916,0,0,0,2,2,0,52
68.6416,0,0,0,2,2,0,49
68.6912,0,0,0,2,2,0,49
68.7416,0,0,0,2,2,0,49
68.7917,0,0,0,2,2,0,46
68.8416,0,0,0,2,2,0,49
68.8915,0,0,0,2,2,0,49
68.9413,0,0,0,2,2,0,49
68.9915,0,0,0,2,2,0,55
69.0413,0,0,0,2,2,0,49
69.0917,0,0,0,2,2,0,49
69.1412,0,0,0,2,2,0,49
69.1916,0,0,0,2,2,0,49
69.2416,0,0,0,2,2,0,55
69.2918,0,0,0,2,2,0,58
69.3417,0,0,0,2,2,0,52
69.3912,0,0,0,2,2,0,52
69.4412,0,0,0,2,2,0,46
69.4913,0,0,0,2,2,0,49
69.5411,0,0,0,2,2,0,55
69.5918,0,0,0,2,2,0,55
69.6416,0,0,0,2,2,0,52
69.6915,0,0,0,2,2,0,43
69.7412,0,0,0,2,2,0,58
69.7915,0,0,0,2,2,0,46
69.8418,0,0,0,2,2,0,55
69.8915,0,0,0,2,2,0,58
69.9418,0,0,0,2,2,0,46
69.9916,0,0,0,2,2,0,58
70.0415,0,0,0,2,2,0,49
70.0912,0,0,0,2,2,0,58
70.1415,0,0,0,2,2,0,52
70.1914,0,0,0,2,2,0,49
70.2416,0,0,0,2,2,0,52
70.2915,0,0,0,2,2,0,52
70.3418,0,0,0,2,2,0,49
70.3915,0,0,0,2,2,0,61
70.442,0,0,0,2,2,0,55
70.4915,0,0,0,2,2,0,67
70.5421,0,0,0,2,2,0,46
70.5912,0,0,0,2,2,0,52
70.6416,0,0,0,2,2,0,64
70.6914,0,0,0,2,2,0,58
70.7419,0,0,0,2,2,0,49
70.7916,0,0,0,2,2,0,55
70.8415,0,0,0,2,2,0,58
70.8921,0,0,0,2,2,0,67
70.942,0,0,0,2,2,0,58
70.9912,0,0,0,2,2,0,49
71.0415,0,0,0,2,2,0,58
71.0919,0,0,0,2,2,0,58
71.1415,0,0,0,2,2,0,46
71.1919,0,0,0,2,2,0,61
71.2415,0,0,0,2,2,0,49
71.2915,0,0,0,2,2,0,49
71.3417,0,0,0,2,2,0,52
71.3914,0,0,0,2,2,0,49
71.4418,0,0,0,2,2,0,52
71.4913,0,0,0,2,2,0,52
71.5415,0,0,0,2,2,0,61
71.591,0,0,0,2,2,0,49
71.6415,0,0,0,2,2,0,43
71.6921,0,0,0,2,2,0,52
71.7421,0,0,0,2,2,0,55
71.7915,0,0,0,2,2,0,49
71.8415,0,0,0,2,2,0,37
71.8921,0,0,0,2,2,0,58
71.9416,0,0,0,2,2,0,55
71.991,0,0,0,2,2,0,49
72.0412,0,0,0,2,2,0,46
72.0909,0,0,0,2,2,0,52
72.1412,0,0,0,2,2,0,46
72.1915,0,0,0,2,2,0,55
72.2415,0,0,0,2,2,0,58
72.2914,0,0,0,2,2,0,58
72.3412,0,0,0,2,2,0,49
72.3915,0,0,0,2,2,0,58
72.4415,0,0,0,2,2,0,55
72.4915,0,0,0,2,2,0,46
72.5416,0,0,0,2,2,0,49
72.5909,0,0,0,2,2,0,49
72.6415,0,0,0,2,2,0,46
72.6915,0,0,0,2,2,0,52
72.741,0,0,0,2,2,0,58
72.7915,0,0,0,2,2,0,52
72.8416,0,0,0,2,2,0,58
72.891,0,0,0,2,2,0,49
72.9415,0,0,0,2,2,0,46
72.9915,0,0,0,2,2,0,52
